district,market_name,crop_type,date,season,modal_price,min_price,max_price,price_prev_day,avg_price_7d,avg_price_30d,quantity_arrived_kg,weather_event,transport_strike,import_arrival
Malappuram,Tirur,Banana,2025-10-31,Rabi,35.13,33.12,37.46,35.66,33.83,34.97,12338,Flood,1,0
Ernakulam,Perumbavoor,Banana,2025-11-01,Rabi,32.14,28.97,35.25,30.69,34.63,33.09,11813,None,0,0
Kozhikode,Vadakara,Banana,2025-11-02,Rabi,36.11,33.03,39.34,36.57,32.92,35.41,13643,Rain,0,0
Palakkad,Alathur,Onion,2025-11-03,Rabi,42.04,39.07,45.85,38.64,40.5,40.84,17100,Flood,0,1
Thrissur,Chalakudy,Banana,2025-11-04,Rabi,31.07,28.76,33.49,32.88,36.47,31.98,13435,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-11-05,Rabi,41.24,38.97,43.53,40.75,39.26,40.67,10155,None,0,0
Kozhikode,Vadakara,Tomato,2025-11-06,Rabi,29.57,26.07,32.38,30.79,32.63,30.54,12400,Rain,0,1
Ernakulam,Perumbavoor,Onion,2025-11-07,Rabi,38.97,36.24,42.4,37.45,41.66,39.85,15452,Flood,0,1
Kozhikode,Vadakara,Onion,2025-11-08,Rabi,39.34,36.97,42.16,38.37,40.63,39.92,8383,None,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-11-09,Rabi,33.63,31.22,36.69,32.69,31.39,30.84,8221,Rain,0,1
Thiruvananthapuram,Neyyattinkara,Banana,2025-11-10,Rabi,32.0,28.21,34.18,31.55,32.7,35.73,11399,Flood,0,0
Ernakulam,Perumbavoor,Paddy,2025-11-11,Rabi,22.78,20.03,25.82,23.55,21.4,21.04,15711,Flood,0,0
Thrissur,Chalakudy,Banana,2025-11-12,Rabi,32.35,28.59,35.33,34.94,32.07,34.78,7784,Rain,0,0
Malappuram,Tirur,Paddy,2025-11-13,Rabi,20.37,16.41,24.05,20.51,20.27,20.82,7839,Flood,1,0
Kollam,Kottarakkara,Paddy,2025-11-14,Rabi,19.03,16.27,23.0,19.78,21.04,20.31,15972,Flood,0,0
Kozhikode,Vadakara,Onion,2025-11-15,Rabi,37.56,34.49,40.94,37.02,39.24,40.62,12144,Rain,0,0
Ernakulam,Perumbavoor,Banana,2025-11-16,Rabi,33.78,29.86,36.84,31.01,35.3,33.78,12346,Drought,0,0
Kollam,Kottarakkara,Paddy,2025-11-17,Rabi,19.5,16.05,23.03,18.14,23.25,19.23,8837,Drought,0,0
Palakkad,Alathur,Paddy,2025-11-18,Rabi,23.96,20.36,26.75,24.92,20.51,22.25,13340,Flood,0,0
Kozhikode,Vadakara,Banana,2025-11-19,Rabi,34.47,32.02,37.77,34.81,34.7,34.51,18587,Flood,0,0
Thrissur,Chalakudy,Onion,2025-11-20,Rabi,39.61,36.0,42.12,39.36,38.14,39.95,17588,Flood,1,1
Palakkad,Alathur,Tomato,2025-11-21,Rabi,31.97,28.79,35.4,31.15,30.05,28.7,9092,Drought,0,1
Kozhikode,Vadakara,Onion,2025-11-22,Rabi,40.3,37.02,42.34,39.56,38.43,40.49,11753,Rain,0,1
Thrissur,Chalakudy,Banana,2025-11-23,Rabi,30.86,26.87,33.99,27.75,33.14,32.41,6393,None,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-11-24,Rabi,32.26,29.15,35.74,32.11,29.6,29.81,8586,Rain,0,0
Malappuram,Tirur,Onion,2025-11-25,Rabi,40.82,38.76,44.48,40.62,38.86,39.39,8317,Drought,0,1
Kozhikode,Vadakara,Onion,2025-11-26,Rabi,39.19,35.43,41.6,38.83,39.35,40.06,11764,None,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-11-27,Rabi,51.78,49.33,53.94,53.19,30.89,30.95,9456,None,0,1
Malappuram,Tirur,Onion,2025-11-28,Rabi,38.98,35.69,42.89,39.96,41.01,39.32,13834,None,0,0
Thrissur,Chalakudy,Tomato,2025-11-29,Rabi,28.11,24.32,31.29,28.83,29.96,28.62,10697,Flood,1,0
Kozhikode,Vadakara,Paddy,2025-11-30,Rabi,25.36,22.73,27.88,25.66,24.45,19.56,14252,Drought,0,0
Ernakulam,Perumbavoor,Tomato,2025-12-01,Rabi,24.93,21.98,28.59,24.93,30.95,30.84,9602,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-12-02,Rabi,36.08,32.65,40.0,35.28,33.75,33.57,8590,Flood,0,0
Kozhikode,Vadakara,Banana,2025-12-03,Rabi,37.14,33.15,39.22,37.21,35.63,35.04,9096,Rain,0,0
Kollam,Kottarakkara,Paddy,2025-12-04,Rabi,23.43,19.97,26.83,24.19,19.44,21.45,8931,Drought,0,0
Ernakulam,Perumbavoor,Tomato,2025-12-05,Rabi,33.21,29.29,36.81,34.43,29.89,31.26,7254,Flood,1,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-12-06,Rabi,38.5,36.22,41.73,38.12,43.35,38.93,6878,Drought,0,0
Malappuram,Tirur,Paddy,2025-12-07,Rabi,18.11,14.25,20.97,19.47,20.11,20.84,14288,None,0,0
Kozhikode,Vadakara,Paddy,2025-12-08,Rabi,20.68,17.23,24.24,20.99,21.8,20.57,11501,Flood,1,0
Kollam,Kottarakkara,Onion,2025-12-09,Rabi,40.48,37.49,44.07,41.78,38.81,36.98,14038,Drought,0,0
Kollam,Kottarakkara,Banana,2025-12-10,Rabi,35.86,32.97,38.69,36.16,34.4,33.44,13500,Rain,0,0
Thrissur,Chalakudy,Tomato,2025-12-11,Rabi,31.71,29.55,34.62,31.79,33.74,28.44,12488,None,0,0
Thrissur,Chalakudy,Onion,2025-12-12,Rabi,37.65,35.02,39.84,38.97,37.63,38.67,10100,Flood,1,1
Malappuram,Tirur,Tomato,2025-12-13,Rabi,30.53,28.26,33.28,29.64,29.12,29.82,11273,Rain,0,0
Palakkad,Alathur,Tomato,2025-12-14,Rabi,32.97,30.58,35.64,34.0,29.51,32.1,13474,Rain,0,0
Thrissur,Chalakudy,Tomato,2025-12-15,Rabi,42.09,39.16,46.04,42.47,30.8,29.31,8842,Drought,0,0
Malappuram,Tirur,Onion,2025-12-16,Rabi,40.17,36.55,44.11,39.63,42.22,40.74,10077,None,0,1
Ernakulam,Perumbavoor,Paddy,2025-12-17,Rabi,21.85,19.45,24.97,23.75,18.91,19.98,11966,Rain,0,0
Palakkad,Alathur,Onion,2025-12-18,Rabi,40.07,36.9,42.66,39.99,39.53,39.67,13152,Rain,0,0
Kollam,Kottarakkara,Onion,2025-12-19,Rabi,42.27,38.49,44.84,41.55,43.66,41.96,15987,None,0,0
Thrissur,Chalakudy,Onion,2025-12-20,Rabi,41.24,38.94,44.24,44.25,39.56,39.17,10422,Drought,0,0
Palakkad,Alathur,Onion,2025-12-21,Rabi,37.99,34.55,40.98,38.17,40.45,40.2,11962,Drought,0,1
Ernakulam,Perumbavoor,Onion,2025-12-22,Rabi,40.27,36.92,43.84,42.87,40.93,40.92,12572,Drought,0,1
Thiruvananthapuram,Neyyattinkara,Paddy,2025-12-23,Rabi,17.77,14.31,19.84,15.05,24.12,20.47,10149,Rain,0,0
Ernakulam,Perumbavoor,Tomato,2025-12-24,Rabi,30.49,27.31,33.26,31.32,31.02,31.77,16502,Flood,1,1
Ernakulam,Perumbavoor,Banana,2025-12-25,Rabi,32.38,28.91,35.33,33.83,33.42,33.86,8718,None,0,0
Malappuram,Tirur,Tomato,2025-12-26,Rabi,26.61,24.23,29.54,26.56,28.57,30.93,11156,None,0,0
Kozhikode,Vadakara,Tomato,2025-12-27,Rabi,30.62,27.38,32.75,32.67,27.77,29.28,12542,Drought,0,1
Kollam,Kottarakkara,Onion,2025-12-28,Rabi,40.63,38.39,42.65,42.29,41.3,40.1,12910,Drought,0,0
Kollam,Kottarakkara,Onion,2025-12-29,Rabi,40.66,37.2,42.67,38.46,39.77,40.25,13375,None,0,0
Ernakulam,Perumbavoor,Paddy,2025-12-30,Rabi,19.15,15.32,22.04,17.25,20.65,22.97,9542,Rain,0,0
Kollam,Kottarakkara,Paddy,2025-12-31,Rabi,23.35,20.34,25.68,25.73,21.07,20.32,13538,Flood,0,0
Kozhikode,Vadakara,Tomato,2025-01-01,Rabi,30.39,27.47,33.29,29.1,29.01,30.45,14800,Drought,0,0
Kollam,Kottarakkara,Paddy,2025-01-02,Rabi,20.35,16.68,23.51,20.25,22.0,20.83,11102,Rain,0,0
Ernakulam,Perumbavoor,Onion,2025-01-03,Rabi,38.49,35.68,41.67,37.33,44.0,39.8,16095,Drought,0,1
Palakkad,Alathur,Onion,2025-01-04,Rabi,43.37,39.73,47.36,43.09,40.55,40.1,7163,Rain,0,0
Thrissur,Chalakudy,Banana,2025-01-05,Rabi,30.9,27.63,34.3,30.97,33.36,35.89,11290,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-01-06,Rabi,33.9,30.61,37.32,33.19,32.87,30.51,13689,Drought,0,1
Ernakulam,Perumbavoor,Onion,2025-01-07,Rabi,38.98,35.66,42.56,39.85,42.54,39.86,10981,Rain,0,1
Palakkad,Alathur,Paddy,2025-01-08,Rabi,20.51,17.18,22.69,22.94,22.28,22.45,12940,None,0,0
Ernakulam,Perumbavoor,Banana,2025-01-09,Rabi,34.08,31.08,36.7,34.72,35.61,33.75,16106,Flood,1,0
Malappuram,Tirur,Banana,2025-01-10,Rabi,52.1,49.15,54.48,48.49,35.33,32.73,14577,Flood,0,0
Kollam,Kottarakkara,Onion,2025-01-11,Rabi,41.8,38.66,45.38,42.29,40.82,41.1,10513,Flood,0,1
Thrissur,Chalakudy,Tomato,2025-01-12,Rabi,31.59,28.47,34.4,33.33,32.64,28.89,13225,Drought,0,0
Thrissur,Chalakudy,Paddy,2025-01-13,Rabi,19.08,16.17,22.98,17.57,21.54,21.08,15435,Drought,0,0
Malappuram,Tirur,Onion,2025-01-14,Rabi,39.31,36.56,42.03,39.11,40.32,39.14,9830,None,0,0
Kollam,Kottarakkara,Paddy,2025-01-15,Rabi,23.23,20.64,26.27,22.41,22.77,21.61,7357,Drought,0,0
Palakkad,Alathur,Tomato,2025-01-16,Rabi,31.06,27.07,34.43,31.84,30.63,29.86,9179,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-01-17,Rabi,42.69,39.32,44.89,42.54,38.67,40.46,9771,None,0,0
Ernakulam,Perumbavoor,Onion,2025-01-18,Rabi,38.1,34.38,42.04,37.54,39.0,39.09,14419,Drought,0,1
Kollam,Kottarakkara,Tomato,2025-01-19,Rabi,29.77,26.83,33.22,31.65,28.72,28.27,12446,None,0,0
Ernakulam,Perumbavoor,Banana,2025-01-20,Rabi,37.71,34.09,41.02,38.51,38.82,34.33,12706,Rain,0,0
Palakkad,Alathur,Banana,2025-01-21,Rabi,29.69,27.0,33.59,30.33,34.25,33.59,11589,Drought,0,0
Malappuram,Tirur,Paddy,2025-01-22,Rabi,20.86,17.7,24.56,20.59,24.13,20.63,12507,Rain,0,0
Palakkad,Alathur,Banana,2025-01-23,Rabi,33.19,30.1,36.74,34.37,34.27,33.72,6222,None,0,0
Kollam,Kottarakkara,Onion,2025-01-24,Rabi,40.49,38.03,42.75,40.03,39.91,38.82,16299,None,0,1
Ernakulam,Perumbavoor,Tomato,2025-01-25,Rabi,31.71,27.91,35.05,33.86,31.72,30.59,8573,Rain,0,1
Kozhikode,Vadakara,Banana,2025-01-26,Rabi,37.69,34.4,40.17,36.3,33.6,34.71,14269,Flood,0,0
Thrissur,Chalakudy,Banana,2025-01-27,Rabi,35.14,32.72,37.99,34.54,33.09,36.53,11882,None,0,0
Thrissur,Chalakudy,Paddy,2025-01-28,Rabi,20.68,17.27,22.76,19.61,21.37,21.2,11951,Flood,0,0
Thrissur,Chalakudy,Paddy,2025-01-29,Rabi,21.76,18.6,24.44,24.41,20.11,21.04,10056,None,0,0
Kollam,Kottarakkara,Banana,2025-01-30,Rabi,34.59,31.3,38.38,33.74,33.21,32.54,12293,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-01-31,Rabi,21.86,18.5,24.84,24.65,21.7,20.55,7920,None,0,0
Kollam,Kottarakkara,Tomato,2025-02-01,Rabi,27.56,25.22,31.42,25.62,32.82,30.29,10251,None,0,1
Thiruvananthapuram,Neyyattinkara,Onion,2025-02-02,Rabi,38.08,35.22,40.6,36.8,39.09,41.32,11910,Rain,0,0
Ernakulam,Perumbavoor,Paddy,2025-02-03,Rabi,18.11,14.97,20.46,21.58,19.29,20.41,15930,None,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-02-04,Rabi,40.83,38.35,44.37,40.13,38.15,39.03,9280,Flood,1,0
Ernakulam,Perumbavoor,Banana,2025-02-05,Rabi,34.01,31.99,37.34,34.3,33.78,33.96,8847,Flood,1,0
Thrissur,Chalakudy,Paddy,2025-02-06,Rabi,21.59,17.8,24.72,23.51,20.76,20.82,12249,Flood,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-02-07,Rabi,32.24,29.97,35.02,30.9,32.18,30.42,12086,Drought,0,0
Thrissur,Chalakudy,Tomato,2025-02-08,Rabi,32.43,29.05,35.01,30.66,30.78,30.43,9193,Drought,0,1
Kollam,Kottarakkara,Onion,2025-02-09,Rabi,40.92,37.72,43.53,41.34,39.73,40.86,10284,None,0,0
Ernakulam,Perumbavoor,Paddy,2025-02-10,Rabi,21.54,18.01,25.11,21.34,20.08,21.5,11376,Drought,0,0
Kozhikode,Vadakara,Banana,2025-02-11,Rabi,31.05,27.39,33.7,28.35,35.18,32.78,12838,None,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-02-12,Rabi,40.11,37.93,42.32,39.56,42.94,40.18,14266,Flood,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-02-13,Rabi,30.57,27.4,33.19,30.22,29.97,31.46,15264,None,0,0
Ernakulam,Perumbavoor,Tomato,2025-02-14,Rabi,33.9,31.16,36.42,34.23,28.68,29.56,8436,Drought,0,1
Ernakulam,Perumbavoor,Tomato,2025-02-15,Rabi,31.53,29.29,33.63,30.65,25.42,32.46,10288,Drought,0,0
Malappuram,Tirur,Tomato,2025-02-16,Rabi,28.85,26.07,31.5,31.36,28.19,31.14,10237,Drought,0,0
Thrissur,Chalakudy,Paddy,2025-02-17,Rabi,18.35,15.74,20.36,20.91,22.38,21.92,13102,Drought,0,0
Malappuram,Tirur,Tomato,2025-02-18,Rabi,31.2,28.65,34.28,29.35,30.17,29.07,7833,Drought,0,1
Kollam,Kottarakkara,Onion,2025-02-19,Rabi,40.82,37.03,43.01,42.56,39.42,39.79,8585,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-02-20,Rabi,30.01,26.36,32.74,31.15,31.19,30.55,10144,None,0,1
Malappuram,Tirur,Onion,2025-02-21,Rabi,38.7,35.63,41.96,39.89,41.22,39.83,10721,Drought,0,1
Ernakulam,Perumbavoor,Banana,2025-02-22,Rabi,36.33,33.43,40.18,35.79,35.12,33.86,8857,Flood,1,0
Ernakulam,Perumbavoor,Tomato,2025-02-23,Rabi,33.22,29.33,35.38,33.4,28.93,28.61,8129,None,0,1
Kollam,Kottarakkara,Banana,2025-02-24,Rabi,33.25,29.65,35.52,36.14,33.12,35.45,11607,Drought,0,0
Kollam,Kottarakkara,Paddy,2025-02-25,Rabi,18.64,16.15,20.8,17.93,19.08,20.14,9342,Flood,1,0
Thrissur,Chalakudy,Banana,2025-02-26,Rabi,30.19,28.06,32.44,32.46,34.32,33.31,12665,Drought,0,0
Palakkad,Alathur,Paddy,2025-02-27,Rabi,19.33,15.83,22.8,15.32,25.44,21.19,10232,Flood,0,0
Kozhikode,Vadakara,Onion,2025-02-28,Rabi,36.13,32.23,39.74,33.89,42.48,41.5,14259,Flood,0,0
Malappuram,Tirur,Onion,2025-03-01,Rabi,64.21,61.01,66.73,66.47,40.67,40.65,13338,Flood,1,1
Kollam,Kottarakkara,Paddy,2025-03-02,Rabi,17.99,15.7,20.11,16.19,20.23,21.64,7858,None,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-03-03,Rabi,33.65,30.73,37.44,33.39,35.19,34.67,8969,Drought,0,0
Ernakulam,Perumbavoor,Banana,2025-03-04,Rabi,36.89,33.7,39.73,35.15,35.64,33.45,12491,None,0,0
Ernakulam,Perumbavoor,Paddy,2025-03-05,Rabi,21.45,18.47,23.98,21.75,22.01,21.39,14350,Drought,0,0
Kozhikode,Vadakara,Onion,2025-03-06,Rabi,61.39,58.35,64.56,59.49,40.4,39.44,8672,Flood,1,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-03-07,Rabi,33.42,30.02,35.62,33.69,34.37,35.06,15921,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-03-08,Rabi,21.67,18.33,25.47,22.45,21.14,21.77,13460,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-03-09,Rabi,20.89,17.62,24.34,24.12,20.18,22.45,7937,Flood,0,0
Thrissur,Chalakudy,Paddy,2025-03-10,Rabi,22.63,20.07,26.35,24.78,18.14,21.14,14146,Flood,0,0
Ernakulam,Perumbavoor,Banana,2025-03-11,Rabi,34.5,30.76,38.39,35.07,34.2,32.91,19104,Drought,0,0
Palakkad,Alathur,Tomato,2025-03-12,Rabi,28.99,26.02,32.38,29.64,29.03,27.72,9226,None,0,1
Kollam,Kottarakkara,Onion,2025-03-13,Rabi,37.1,34.28,40.16,38.74,39.09,39.49,8807,Drought,0,1
Thiruvananthapuram,Neyyattinkara,Onion,2025-03-14,Rabi,40.19,36.35,43.38,39.12,41.49,40.3,10284,Flood,0,1
Ernakulam,Perumbavoor,Onion,2025-03-15,Rabi,20.85,17.04,23.2,20.86,40.03,38.54,11786,Rain,0,0
Palakkad,Alathur,Tomato,2025-03-16,Rabi,30.64,26.66,32.98,32.64,28.87,32.28,13670,None,0,0
Thrissur,Chalakudy,Tomato,2025-03-17,Rabi,26.96,24.94,30.06,25.69,32.13,31.24,12054,Flood,1,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-03-18,Rabi,34.3,31.3,37.29,32.55,35.98,33.01,14534,None,0,0
Kollam,Kottarakkara,Paddy,2025-03-19,Rabi,23.7,19.97,27.19,23.77,22.45,22.85,12803,Drought,0,0
Thrissur,Chalakudy,Banana,2025-03-20,Rabi,33.65,31.5,36.71,33.55,32.89,33.23,13327,Flood,0,0
Ernakulam,Perumbavoor,Paddy,2025-03-21,Rabi,20.67,16.77,23.09,21.16,18.77,20.91,15090,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-03-22,Rabi,37.76,34.64,40.65,37.78,37.22,38.69,14422,Rain,0,1
Ernakulam,Perumbavoor,Onion,2025-03-23,Rabi,39.38,35.78,41.57,42.11,40.65,40.53,8770,Drought,0,1
Ernakulam,Perumbavoor,Paddy,2025-03-24,Rabi,20.23,17.0,22.31,19.13,19.4,21.66,14593,None,0,0
Thrissur,Chalakudy,Banana,2025-03-25,Rabi,34.8,31.78,38.26,33.56,34.5,32.09,15969,Drought,0,0
Kollam,Kottarakkara,Paddy,2025-03-26,Rabi,18.4,15.82,21.6,16.72,21.17,21.2,11781,None,0,0
Kollam,Kottarakkara,Paddy,2025-03-27,Rabi,18.78,15.97,22.29,20.48,18.47,19.52,11679,None,0,0
Thrissur,Chalakudy,Banana,2025-03-28,Rabi,31.47,28.41,34.29,33.3,32.23,35.56,15105,Rain,0,0
Palakkad,Alathur,Tomato,2025-03-29,Rabi,32.47,30.42,36.18,35.3,30.12,28.99,11690,Drought,0,1
Malappuram,Tirur,Onion,2025-03-30,Rabi,38.87,36.75,42.26,37.81,40.23,39.69,9743,Rain,0,1
Kozhikode,Vadakara,Banana,2025-03-31,Rabi,33.51,29.9,36.35,34.33,35.43,32.4,11090,Drought,0,0
Kollam,Kottarakkara,Onion,2025-04-01,Rabi,59.58,56.57,62.47,57.81,39.82,40.15,13556,Rain,0,0
Kollam,Kottarakkara,Tomato,2025-04-02,Rabi,30.15,27.55,32.3,28.83,33.02,30.83,13658,Drought,0,1
Thiruvananthapuram,Neyyattinkara,Onion,2025-04-03,Rabi,42.01,38.18,44.83,42.38,41.93,40.06,12005,Flood,1,1
Palakkad,Alathur,Banana,2025-04-04,Rabi,52.91,49.26,56.39,55.27,36.27,34.59,13549,Drought,0,0
Kozhikode,Vadakara,Paddy,2025-04-05,Rabi,22.39,18.8,25.21,23.87,22.95,20.76,15954,Rain,0,0
Palakkad,Alathur,Paddy,2025-04-06,Rabi,21.69,19.32,23.92,22.67,23.07,21.75,14747,None,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-04-07,Rabi,33.22,31.05,36.55,35.47,35.04,34.13,15303,Flood,0,0
Ernakulam,Perumbavoor,Paddy,2025-04-08,Rabi,26.18,23.62,29.46,24.43,19.79,23.69,13280,None,0,0
Kollam,Kottarakkara,Onion,2025-04-09,Rabi,40.38,37.43,43.31,40.21,41.81,42.61,10004,None,0,0
Palakkad,Alathur,Paddy,2025-04-10,Rabi,20.81,17.07,23.47,20.28,22.1,22.22,16862,None,0,0
Palakkad,Alathur,Onion,2025-04-11,Rabi,41.53,37.62,43.99,45.31,39.14,39.17,16408,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-04-12,Rabi,30.25,26.62,32.63,28.19,29.53,30.26,10061,Rain,0,0
Kozhikode,Vadakara,Paddy,2025-04-13,Rabi,18.97,15.4,22.87,18.66,19.4,21.64,6168,Flood,0,0
Palakkad,Alathur,Onion,2025-04-14,Rabi,40.18,37.05,42.68,40.96,39.86,41.09,7888,Drought,0,0
Kozhikode,Vadakara,Onion,2025-04-15,Rabi,38.6,36.07,41.76,38.1,41.07,40.22,18430,Flood,0,1
Kozhikode,Vadakara,Banana,2025-04-16,Rabi,32.39,29.47,36.31,30.3,36.68,32.57,14049,Flood,0,0
Kollam,Kottarakkara,Tomato,2025-04-17,Rabi,28.04,24.76,30.98,24.94,29.44,30.9,8334,Drought,0,0
Malappuram,Tirur,Banana,2025-04-18,Rabi,35.15,32.07,38.98,36.29,32.09,33.77,16731,None,0,0
Kozhikode,Vadakara,Banana,2025-04-19,Rabi,35.3,31.53,38.91,34.91,34.62,33.31,15341,Flood,1,0
Malappuram,Tirur,Onion,2025-04-20,Rabi,42.23,39.47,45.29,42.41,40.35,39.0,7943,Rain,0,1
Thiruvananthapuram,Neyyattinkara,Onion,2025-04-21,Rabi,39.25,36.38,41.31,39.12,41.59,40.92,12554,Drought,0,1
Ernakulam,Perumbavoor,Tomato,2025-04-22,Rabi,32.38,28.99,35.88,30.96,31.62,29.21,15719,None,0,0
Ernakulam,Perumbavoor,Onion,2025-04-23,Rabi,39.97,37.36,43.19,36.97,41.1,40.81,10630,Rain,0,1
Palakkad,Alathur,Banana,2025-04-24,Rabi,33.26,29.54,36.46,33.02,31.11,31.64,15904,Rain,0,0
Thrissur,Chalakudy,Onion,2025-04-25,Rabi,38.35,35.92,40.57,41.13,42.06,41.57,10049,None,0,1
Ernakulam,Perumbavoor,Tomato,2025-04-26,Rabi,26.78,24.23,29.97,25.15,29.33,27.63,10573,Flood,1,0
Ernakulam,Perumbavoor,Onion,2025-04-27,Rabi,39.6,36.22,41.86,37.66,38.44,39.78,13068,Rain,0,0
Ernakulam,Perumbavoor,Tomato,2025-04-28,Rabi,47.97,45.09,50.25,48.41,30.21,30.05,10043,Rain,0,0
Palakkad,Alathur,Paddy,2025-04-29,Rabi,18.33,16.14,21.14,20.87,21.95,22.01,11749,Drought,0,0
Kozhikode,Vadakara,Tomato,2025-04-30,Rabi,29.67,26.73,32.01,30.41,27.25,28.89,9606,Flood,0,1
Ernakulam,Perumbavoor,Paddy,2025-05-01,Rabi,20.09,17.88,22.45,18.77,21.5,21.08,16178,Flood,1,0
Thrissur,Chalakudy,Tomato,2025-05-02,Rabi,34.95,31.78,37.58,33.06,30.22,30.15,11957,Rain,0,0
Thrissur,Chalakudy,Paddy,2025-05-03,Rabi,18.83,15.91,22.16,17.45,21.36,20.05,12477,Rain,0,0
Kozhikode,Vadakara,Tomato,2025-05-04,Rabi,29.51,25.52,33.4,29.72,28.57,30.16,9357,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-05-05,Rabi,30.32,28.22,32.41,32.33,30.39,30.32,14451,Flood,0,1
Ernakulam,Perumbavoor,Paddy,2025-05-06,Rabi,18.19,14.98,21.9,20.77,19.42,21.88,14240,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-05-07,Rabi,19.2,15.71,21.46,20.71,21.75,22.89,12580,None,0,0
Palakkad,Alathur,Onion,2025-05-08,Rabi,39.78,36.01,42.9,39.01,37.38,39.68,11172,Rain,0,0
Kollam,Kottarakkara,Tomato,2025-05-09,Rabi,30.52,28.52,32.67,28.39,29.64,30.58,14026,Rain,0,1
Ernakulam,Perumbavoor,Paddy,2025-05-10,Rabi,17.28,13.51,21.01,18.34,20.63,20.81,4906,Drought,0,0
Malappuram,Tirur,Paddy,2025-05-11,Rabi,23.99,21.04,27.32,24.26,18.7,21.38,13033,None,0,0
Thrissur,Chalakudy,Onion,2025-05-12,Rabi,42.45,40.34,44.87,41.99,40.02,39.36,13793,Flood,1,0
Kozhikode,Vadakara,Onion,2025-05-13,Rabi,38.43,34.45,41.82,37.09,39.9,38.77,16806,None,0,0
Palakkad,Alathur,Onion,2025-05-14,Rabi,43.85,41.03,47.34,43.17,37.92,40.34,10553,Flood,0,1
Thrissur,Chalakudy,Tomato,2025-05-15,Rabi,32.35,28.41,36.05,31.17,30.82,30.11,9971,None,0,0
Malappuram,Tirur,Onion,2025-05-16,Rabi,40.48,36.48,42.49,41.8,40.13,40.1,9381,Flood,0,1
Malappuram,Tirur,Onion,2025-05-17,Rabi,42.29,38.98,45.2,43.86,39.38,39.88,16242,Flood,1,0
Kollam,Kottarakkara,Tomato,2025-05-18,Rabi,27.73,25.01,30.57,28.64,29.16,31.78,12190,None,0,1
Thiruvananthapuram,Neyyattinkara,Paddy,2025-05-19,Rabi,23.52,21.26,26.95,22.38,19.13,20.77,12788,None,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-05-20,Rabi,38.98,36.29,41.04,40.12,39.69,37.92,13658,Flood,0,1
Ernakulam,Perumbavoor,Paddy,2025-05-21,Rabi,19.23,16.57,21.43,18.69,23.33,22.77,10273,Drought,0,0
Malappuram,Tirur,Tomato,2025-05-22,Rabi,31.16,29.04,33.92,30.33,29.57,29.39,6826,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-05-23,Rabi,40.19,37.22,42.95,40.62,38.99,41.09,10691,Flood,0,0
Kozhikode,Vadakara,Paddy,2025-05-24,Rabi,19.73,16.48,23.13,20.52,18.69,21.91,10793,Flood,1,0
Ernakulam,Perumbavoor,Paddy,2025-05-25,Rabi,22.98,20.38,26.56,24.91,21.96,20.19,8247,Drought,0,0
Ernakulam,Perumbavoor,Tomato,2025-05-26,Rabi,46.12,43.45,48.53,47.77,29.8,29.4,11603,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-05-27,Rabi,32.16,28.29,35.25,33.33,30.66,30.64,12540,Rain,0,1
Kozhikode,Vadakara,Tomato,2025-05-28,Rabi,30.6,26.76,33.13,30.93,30.0,30.75,13083,Rain,0,0
Kozhikode,Vadakara,Paddy,2025-05-29,Rabi,19.24,17.22,21.59,20.03,21.37,21.61,11687,Rain,0,0
Thrissur,Chalakudy,Tomato,2025-05-30,Rabi,31.62,28.43,34.3,31.53,31.09,29.54,10838,Rain,0,1
Kollam,Kottarakkara,Tomato,2025-05-31,Rabi,31.2,28.36,34.64,30.7,33.31,30.57,12074,Rain,0,0
